,Train Loss,Validation Loss
277,0.17986421,0.06701914
278,0.09178294,0.06797174
279,0.0640631,0.05994814
280,0.08749775,0.06297019
281,0.060669746,0.060628247
282,0.08653201,0.062171165
283,0.1067589,0.064962864
284,0.1644036,0.076005094
285,0.08617053,0.061740115
286,0.089881636,0.06510179
287,0.120997496,0.06037972
288,0.0811517,0.06179988
289,0.07667341,0.062181607
290,0.1176863,0.067127466
291,0.07832808,0.060105022
292,0.07081023,0.059677295
293,0.34060863,0.0609009
294,0.07981995,0.06400726
295,0.08025657,0.06358185
296,0.07459871,0.061206844
297,0.06401798,0.061580934
298,0.13943411,0.059877325
299,0.07652286,0.059151106
300,0.08564334,0.06556398
301,0.080624044,0.06365757
302,0.07313895,0.062403217
303,0.09999887,0.06556154
304,0.08492075,0.06518852
305,0.059323847,0.06332225
306,0.07605517,0.0694839
307,0.0840606,0.062476717
308,0.096925415,0.06319037
309,0.08774431,0.061364338
310,0.06467859,0.075414956
311,0.06568718,0.061879076
312,0.09489746,0.059088126
313,0.114912786,0.060442477
314,0.07887634,0.065587886
315,0.0806547,0.07353576
316,0.085686825,0.06856021
317,0.0897108,0.06275117
318,0.062193718,0.062250584
319,0.08681405,0.069694944
320,0.062234223,0.07624106
321,0.067262135,0.060365234
322,0.07592044,0.060280036
323,0.075522974,0.06850155
324,0.068893544,0.062593706
325,0.09182574,0.06734131
326,0.06653696,0.06839783
327,0.07450397,0.07443354
328,0.38095286,0.07101371
329,0.09759036,0.067362845
330,0.3216146,0.066246286
331,0.26392868,0.062388126
332,0.10042149,0.074580334
333,0.08712189,0.060328163
334,0.060380075,0.07072983
335,0.101818874,0.06314133
336,0.07495028,0.06540206
337,0.072599486,0.06892382
338,0.060908727,0.07003639
339,0.09398042,0.06474266
340,0.2602389,0.07135004
341,0.13294964,0.05994371
342,0.10902191,0.065697856
343,0.069095284,0.05866579
344,0.058286272,0.06186112
345,0.058725994,0.0647782
346,0.06676857,0.059330847
347,0.08460137,0.0613178
348,0.1136968,0.05788702
349,0.062176652,0.061937734
350,0.09408878,0.065931246
351,0.08857382,0.07927849
352,0.2167983,0.06236545
353,0.0834738,0.06466735
354,0.08161092,0.059523307
355,0.076265454,0.068224795
356,0.05835931,0.059677444
357,0.07113627,0.06532304
358,0.07015936,0.062382467
359,0.12533428,0.06815908
360,0.075934306,0.06636257
361,0.10079068,0.063184515
362,0.05742553,0.06502074
363,0.06709275,0.061498526
364,0.08076897,0.07691224
365,0.12133133,0.07307612
366,0.06809096,0.066218056
367,0.090575345,0.061278243
368,0.072205156,0.06927349
369,0.07775106,0.07429961
370,0.06688483,0.05990789
371,0.101882935,0.063634835
372,0.07479568,0.059357073
373,0.06874512,0.06290558
374,0.0777129,0.06328533
375,0.06587968,0.06084212
376,0.07801131,0.06731312
377,0.11941088,0.08318605
378,0.099484764,0.07317789
379,0.07931801,0.06048255
380,0.1055307,0.062872045
381,0.124513224,0.061042927
382,0.078133605,0.0685535
383,0.08279729,0.06387138
384,0.07851032,0.06506014
385,0.075358465,0.06320345
386,0.30946308,0.061891336
387,0.089502916,0.06433532
388,0.09265786,0.058362916
389,0.07459596,0.06287911
390,0.09026697,0.06298397
391,0.092210926,0.056985643
392,0.075551584,0.06163576
393,0.077297606,0.062790595
394,0.071914285,0.06132626
395,0.06497223,0.060941983
396,0.06224271,0.06421049
397,0.058546923,0.06075029
398,0.08944039,0.06484896
399,0.108385906,0.060333185
400,0.09336899,0.06336603
401,0.062667415,0.06253293
402,0.06894221,0.065805145
403,0.08208366,0.06209442
404,0.10106605,0.061814703
405,0.055569775,0.06243904
406,0.09196505,0.06379347
407,0.071006015,0.057787176
408,0.063132115,0.05976612
409,0.070798345,0.062376257
410,0.06678291,0.066169456
411,0.07931504,0.065375626
412,0.071826994,0.06404832
413,0.07384159,0.06676909
414,0.06690683,0.062323585
415,0.06345984,0.05824033
416,0.09680566,0.068223305
417,0.08113114,0.06079601
418,0.07374952,0.05961209
419,0.092573516,0.0590126
420,0.064008914,0.06836656
421,0.061297778,0.062634364
422,0.08808324,0.061125487
423,0.086584195,0.063898236
424,0.08097796,0.06909144
425,0.07221537,0.06570571
426,0.09915512,0.06380541
427,0.0793274,0.06034444
428,0.0767255,0.059470296
429,0.09712067,0.063026026
430,0.06618882,0.062132593
431,0.087885305,0.060699012
432,0.07979818,0.073771924
433,0.085658856,0.066234626
434,0.071160704,0.06221364
435,0.07747769,0.06228041
436,0.059791338,0.07334263
437,0.06261254,0.06290862
438,0.087134734,0.06256597
439,0.061873235,0.066785544
440,0.24867858,0.06561658
441,0.14111218,0.065602005
442,0.10236345,0.057922967
443,0.08902974,0.059185963
444,0.060479645,0.06144989
445,0.05550296,0.063272476
446,0.088178374,0.06824507
447,0.064298704,0.06073175
448,0.074775115,0.06758181
449,0.113466,0.06939373
450,0.123992994,0.082482554
451,0.06335,0.064086
452,0.33366832,0.06106751
453,0.081782244,0.0600812
454,0.07849538,0.06151772
455,0.09739321,0.070529215
456,0.14352995,0.0678002
457,0.07469762,0.06483625
458,0.056772526,0.06766345
459,0.08321985,0.07611093
460,0.071041726,0.05963949
461,0.087487966,0.07508845
462,0.0697751,0.06332084
463,0.11384763,0.060944244
464,0.078454435,0.07782892
465,0.11217108,0.06300093
466,0.11049947,0.06417491
467,0.07571721,0.059554655
468,0.080711156,0.06484791
469,0.110642225,0.06491246
470,0.07772927,0.06380969
471,0.074331544,0.07053849
472,0.06591049,0.071692854
473,0.07295969,0.06372695
474,0.08523609,0.06099364
475,0.06292888,0.05891649
476,0.06577489,0.062990315
477,0.07728451,0.060378347
478,0.08914256,0.06608191
479,0.07816294,0.069216676
480,0.08187311,0.09084358
481,0.06765681,0.059963252
482,0.0990863,0.061425332
483,0.059836607,0.061019793
484,0.15933125,0.061265104
485,0.066872776,0.07019416
486,0.09112017,0.05900023
487,0.08703724,0.06779053
488,0.076977566,0.064483
489,0.111285895,0.06365097
490,0.06391722,0.06098138
491,0.059458014,0.061704088
492,0.07587365,0.059265487
493,0.08480757,0.06371794
494,0.06330394,0.063221924
495,0.09536639,0.081056625
496,0.075246364,0.060409546
497,0.0617441,0.059678227
498,0.07241334,0.061567504
499,0.07282284,0.061525047
500,0.08588774,0.06724609
501,0.075694785,0.06251421
502,0.26605418,0.060891904
503,0.07561754,0.060800802
504,0.10867858,0.060063705
505,0.067043,0.061163783
506,0.09723568,0.060231782
507,0.07308112,0.065352865
508,0.07794718,0.05812372
509,0.08611396,0.06067309
510,0.083412565,0.07391533
511,0.06890479,0.06997605
512,0.07591196,0.068569735
513,0.060358107,0.07415241
514,0.08228791,0.05992538
515,0.10576281,0.06230875
516,0.08661662,0.075794555
517,0.09293951,0.07118312
518,0.13317224,0.066682264
519,0.06722538,0.059443615
520,0.07662494,0.06768991
521,0.10447426,0.06518551
522,0.059009306,0.059978973
523,0.07111009,0.05763922
524,0.07700564,0.057990585
525,0.07352718,0.0627639
526,0.05789486,0.06090598
527,0.09529981,0.06496407
528,0.10509261,0.062088642
529,0.074797705,0.0582123
530,0.06195117,0.05774298
531,0.06268264,0.058581214
532,0.12741736,0.060545295
533,0.06031882,0.06042641
534,0.07248145,0.060832143
535,0.09581764,0.059649535
536,0.077332996,0.06411248
537,0.061328307,0.0588832
538,0.06108476,0.060977124
539,0.066337496,0.058671996
540,0.07109038,0.06315908
541,0.07075095,0.0614494
542,0.059101164,0.05957532
543,0.08423851,0.0583339
544,0.09511922,0.060120422
545,0.09113667,0.061008338
546,0.08769716,0.06674917
547,0.066795655,0.069312066
548,0.081879064,0.0711723
549,0.33462802,0.059454408
550,0.07662813,0.060067076
551,0.06067432,0.065572575
552,0.077492714,0.060411055
553,0.06475944,0.0715949
554,0.07973936,0.060172956
555,0.060125217,0.06197237
556,0.08215964,0.06503319
557,0.08731249,0.0738662
558,0.078878045,0.05942368
559,0.11732285,0.062316548
560,0.07142891,0.058854874
561,0.0601694,0.06709103
562,0.067705914,0.068193875
563,0.09607722,0.0656097
564,0.3774092,0.06454167
565,0.1319346,0.06208083
566,0.061583556,0.05948509
567,0.06640157,0.061101172
568,0.1213544,0.065358765
569,0.1555938,0.05910918
570,0.064831614,0.06425186
571,0.08364483,0.06363199
572,0.07570094,0.06436961
573,0.08156983,0.07260584
574,0.062865265,0.060434964
575,0.09568376,0.060959164
576,0.08753276,0.067908235
577,0.092565574,0.06264363
578,0.062072255,0.06749079
579,0.05893008,0.058735497
580,0.08057842,0.060966138
581,0.09108089,0.060830265
582,0.09172825,0.0632951
583,0.054994084,0.059100177
584,0.058905095,0.057589885
585,0.060813054,0.06333705
586,0.08801599,0.07321577
587,0.06947945,0.05975149
588,0.07074456,0.06456148
589,0.08538417,0.0676055
590,0.06828822,0.060738847
591,0.117009535,0.06582153
592,0.089825794,0.059767906
593,0.068657994,0.061299294
594,0.08874552,0.06050038
595,0.078665,0.060174625
596,0.113099225,0.073203556
597,0.08873716,0.06307464
598,0.16354488,0.07342181
599,0.0789658,0.066911034
600,0.105989255,0.06859502
601,0.32997018,0.058473874
602,0.057893354,0.071660794
603,0.06574836,0.06533162
604,0.0813155,0.06366256
605,0.08015073,0.07103917
606,0.17607348,0.06951107
607,0.15207231,0.07353026
608,0.06800044,0.06744076
609,0.0565372,0.058506217
610,0.077190176,0.064156525
611,0.08017107,0.059472054
612,0.058945626,0.060185075
613,0.08585321,0.06174942
614,0.06920057,0.059349637
615,0.09676097,0.062623136
616,0.065002106,0.05941414
617,0.07316661,0.06349924
618,0.07514539,0.061857395
619,0.14502,0.060242314
620,0.11777273,0.061373647
621,0.054059457,0.062866375
622,0.15437417,0.06009155
623,0.09349833,0.06284805
624,0.06735393,0.06551142
625,0.08456355,0.063605666
626,0.09513358,0.057227556
627,0.071698934,0.061141793
628,0.06834757,0.0604065
629,0.06808357,0.0650795
630,0.087890744,0.058575716
631,0.084805265,0.071939334
632,0.056065373,0.06673189
633,0.06848039,0.05953215
634,0.09649186,0.058551326
635,0.08403674,0.07590431
636,0.09338961,0.067344174
637,0.2203044,0.060275245
638,0.111193396,0.070862085
639,0.23618768,0.07176248
640,0.065872,0.06095228
641,0.06333352,0.05869726
642,0.06616303,0.06777038
643,0.06287115,0.05903258
644,0.076837584,0.07067849
645,0.0810564,0.065265656
646,0.100842774,0.06518825
647,0.106140524,0.058628492
648,0.06705047,0.062193196
649,0.08174024,0.062186398
650,0.12086185,0.06568793
651,0.08015604,0.059921168
652,0.06459319,0.06627469
653,0.34455872,0.059858367
654,0.06365093,0.064601384
655,0.07951433,0.058814313
656,0.05640304,0.06260724
657,0.08945327,0.06344211
658,0.07559931,0.0645283
659,0.06076096,0.059197627
660,0.0855574,0.0630517
661,0.067702174,0.058703076
662,0.12388285,0.059586503
663,0.102759294,0.061455607
664,0.08224313,0.06071012
665,0.07404623,0.062364276
666,0.0814477,0.061695393
667,0.06838031,0.059844114
668,0.076641224,0.062477175
669,0.36004892,0.06064901
670,0.06815226,0.05828602
671,0.1759044,0.062890545
672,0.23797818,0.05690186
673,0.06526522,0.061738063
674,0.06826242,0.07018501
675,0.059655003,0.061469786
676,0.071955755,0.061953265
677,0.06617439,0.06708639
678,0.07775952,0.06565652
679,0.066914834,0.05945266
680,0.062889434,0.058320194
681,0.062260397,0.05848143
682,0.24498639,0.0577097
683,0.090212926,0.059571557
684,0.08339231,0.06693076
685,0.06743554,0.06258277
686,0.14685804,0.061608676
687,0.10735926,0.059574593
688,0.089056686,0.060729235
689,0.08623551,0.061166275
690,0.067233175,0.06356331
691,0.0886811,0.061375793
692,0.073449835,0.064261116
693,0.08909501,0.0655497
694,0.099666096,0.060020432
695,0.08289018,0.064104415
696,0.08362888,0.061527584
697,0.09229793,0.06349104
698,0.13649336,0.060773123
699,0.062733695,0.06352715
700,0.074807234,0.06405438
701,0.061841186,0.06367448
702,0.08424092,0.058853496
703,0.09541463,0.061164476
704,0.07183454,0.062097993
705,0.077536836,0.06995683
706,0.06147496,0.062523514
707,0.06832309,0.06501011
708,0.07181757,0.06044425
709,0.07596875,0.061010398
710,0.095302165,0.068515286
711,0.06279241,0.05996596
712,0.16606352,0.060145598
713,0.09223807,0.07169873
714,0.09703532,0.0649095
715,0.20794415,0.059304703
716,0.066721186,0.05787354
717,0.07427745,0.06865529
718,0.13030076,0.06197154
719,0.09731047,0.0616287
720,0.2044964,0.05814431
721,0.06969604,0.060014125
722,0.12062692,0.06650401
723,0.070213206,0.057062782
724,0.08032881,0.059025124
725,0.07613964,0.060877956
726,0.09471884,0.058051843
727,0.08820059,0.06220919
728,0.07984802,0.06101571
729,0.070203856,0.06062043
730,0.07379745,0.062447697
731,0.07793377,0.059412137
732,0.0835572,0.06055083
733,0.059053004,0.062748596
734,0.077566184,0.060134143
735,0.06719559,0.057656534
736,0.077968754,0.06719339
737,0.092230655,0.065695114
738,0.061031602,0.059825454
739,0.084647305,0.064010166
740,0.06932045,0.05997854
741,0.10923482,0.09026961
742,0.12109259,0.059872314
743,0.092013426,0.058039114
744,0.069992736,0.062022094
745,0.06661923,0.06105645
746,0.077518865,0.063294314
747,0.09826689,0.057682484
748,0.08039466,0.0667226
749,0.062093966,0.060049813
750,0.057313513,0.060113348
751,0.07402362,0.060862217
752,0.07504003,0.060382303
753,0.07129369,0.059831336
754,0.12892495,0.06948975
755,0.086209945,0.05946092
756,0.07442195,0.06500694
757,0.07197368,0.066897765
758,0.10600002,0.07086904
759,0.08155618,0.061561063
760,0.23076059,0.061592318
761,0.06694139,0.061649412
762,0.100538276,0.066178896
763,0.0911566,0.06238368
764,0.070564166,0.061869033
765,0.08797393,0.0726031
766,0.06429714,0.059818342
767,0.34531242,0.060719933
768,0.07780151,0.064181976
769,0.075844266,0.064132094
770,0.10135223,0.06081498
771,0.08767434,0.06064002
772,0.06897564,0.06629154
773,0.06307993,0.060485028
774,0.095371455,0.057869893
775,0.116417296,0.06289502
776,0.068815276,0.06332983
777,0.11739117,0.06299712
778,0.06454383,0.06349074
779,0.06264998,0.06751559
780,0.10059482,0.062452134
781,0.06822653,0.06606448
782,0.07693259,0.06156092
783,0.09682923,0.076375715
784,0.06658271,0.05895215
785,0.22988915,0.059032876
786,0.06296822,0.058806382
787,0.069879666,0.06508924
788,0.09526574,0.08061355
789,0.07538559,0.064438894
790,0.10538032,0.08092139
791,0.06234483,0.059442848
792,0.09503472,0.06897985
793,0.09439726,0.06691836
794,0.059699554,0.06590117
795,0.09800539,0.06409024
796,0.074896954,0.060227364
797,0.05955028,0.06780847
798,0.08534102,0.06498176
799,0.061004043,0.061874043
800,0.07065429,0.05881433
801,0.21884628,0.062878616
802,0.08169362,0.059213385
803,0.06683158,0.07441186
804,0.0693108,0.06207586
805,0.07821921,0.059308566
806,0.11347131,0.061012022
807,0.084870875,0.0606094
808,0.11865527,0.059612304
809,0.091563754,0.06785196
810,0.08443263,0.059260674
811,0.061359987,0.05766481
812,0.085454635,0.06503285
813,0.0789992,0.058554884
814,0.0651466,0.07091192
815,0.071538895,0.06439356
816,0.07709902,0.06122959
817,0.05884985,0.07287419
818,0.11178621,0.08246895
819,0.062001295,0.060138263
820,0.27933404,0.06041088
821,0.05682817,0.07067112
822,0.06515278,0.05777345
823,0.09042214,0.065201156
824,0.087086946,0.06997814
825,0.06201034,0.060874242
826,0.3500995,0.05862332
827,0.068261966,0.06018205
828,0.14515202,0.0635456
829,0.062423225,0.05951227
830,0.20235872,0.06658854
831,0.09117232,0.05811036
832,0.080565,0.06404084
833,0.0788617,0.06710769
834,0.1540065,0.074888974
835,0.06941,0.06485131
836,0.08307453,0.066116795
837,0.078954734,0.05740793
838,0.31305942,0.06368829
839,0.056358848,0.057509422
840,0.084204935,0.061586473
841,0.08841427,0.059798893
842,0.0700749,0.062440787
843,0.07482649,0.07047355
844,0.06070901,0.06299265
845,0.07060403,0.05824015
846,0.12050463,0.058674164
847,0.057741523,0.05846022
848,0.07924346,0.05996284
849,0.06057032,0.0602814
850,0.06259187,0.0617807
851,0.07147817,0.061765317
852,0.06428386,0.06773206
853,0.0863271,0.059220407
854,0.08292566,0.06267721
855,0.07243317,0.06471393
856,0.09210676,0.058664173
857,0.08012584,0.08232351
858,0.06664052,0.06371835
859,0.114130154,0.059399
860,0.1036916,0.063887045
861,0.06537556,0.062384702
862,0.064551644,0.061890405
863,0.07909381,0.059148986
864,0.07510001,0.06617245
865,0.058349263,0.060543932
866,0.061508015,0.062252976
867,0.105022855,0.060012694
868,0.1080047,0.06920608
869,0.06750565,0.06624161
870,0.10737393,0.057635356
871,0.149612,0.07920508
872,0.05703626,0.06479173
873,0.07398259,0.058966335
874,0.3659392,0.059819795
875,0.13254796,0.06701898
876,0.055465005,0.06322222
877,0.115749106,0.06661182
878,0.060620673,0.06049049
879,0.06998422,0.0594397
880,0.08664561,0.06516618
881,0.07864646,0.0601165
882,0.06940509,0.061529506
883,0.28407577,0.07090227
884,0.068904184,0.05800323
885,0.06655989,0.060039673
886,0.08767308,0.06044516
887,0.067117885,0.060454577
888,0.07410963,0.06199977
889,0.08103752,0.05794008
890,0.060422752,0.058030363
891,0.07410088,0.060314614
892,0.10246715,0.06732392
893,0.105608985,0.079765975
894,0.06099874,0.05668414
895,0.08867349,0.065788165
896,0.07597444,0.05702781
897,0.35384807,0.065454885
898,0.33413148,0.061386157
899,0.061589878,0.06053532
900,0.086293936,0.06470713
901,0.37004697,0.064034365
902,0.05923514,0.05833132
903,0.06637377,0.060683515
904,0.081769675,0.06341133
905,0.057649843,0.05852295
906,0.08259906,0.06261548
907,0.14631017,0.05771741
908,0.07172704,0.06212477
909,0.06642384,0.06334248
910,0.063513614,0.057122536
911,0.07258179,0.06713073
912,0.08520854,0.08102123
913,0.089068845,0.05947437
914,0.06406505,0.059436385
915,0.0597864,0.061180923
916,0.056773536,0.058565408
917,0.083765335,0.06521438
918,0.06912052,0.060346004
919,0.06608303,0.05790582
920,0.08002702,0.05806579
921,0.06336905,0.05780254
922,0.15419267,0.056814115
923,0.06236372,0.06287255
924,0.088455684,0.06168012
925,0.07625775,0.06063004
926,0.075754024,0.060331974
927,0.12601478,0.07512545
928,0.07720183,0.06457995
929,0.06682469,0.060059734
930,0.06230547,0.06392354
931,0.06649869,0.057892036
932,0.07965416,0.06400465
933,0.06918578,0.06367825
934,0.07540748,0.05986944
935,0.098618366,0.06703476
936,0.09472151,0.075861365
937,0.07834174,0.06103014
938,0.07352691,0.06528762
939,0.07756972,0.07244133
940,0.08440727,0.070490606
941,0.080856524,0.074195564
942,0.07876423,0.059893932
943,0.06730237,0.061485592
944,0.06153942,0.058382828
945,0.090638466,0.060969237
946,0.062282596,0.058098745
947,0.07907686,0.06470995
948,0.08607221,0.06043572
949,0.1036571,0.065880544
950,0.109552346,0.061537422
951,0.07908991,0.06520127
952,0.06935778,0.06181254
953,0.05971798,0.061605226
954,0.29013905,0.06354645
955,0.08138466,0.061931916
956,0.061787583,0.06619314
957,0.05918988,0.059790075
958,0.06097629,0.06072357
959,0.05455487,0.05754998
960,0.09858569,0.060849313
961,0.063101366,0.05832916
962,0.09220815,0.06693282
963,0.06552519,0.07206265
964,0.072606854,0.059526447
965,0.071229614,0.059461944
966,0.059327815,0.061061196
967,0.07806733,0.07254268
968,0.09494291,0.06248086
969,0.080692716,0.062946744
970,0.32396674,0.060888585
971,0.076429166,0.058338355
972,0.10897377,0.06650606
973,0.3845724,0.060541246
974,0.05825779,0.06680647
975,0.06387898,0.065424815
976,0.073194206,0.06855297
977,0.103426576,0.063404664
978,0.15719251,0.057069
979,0.2196424,0.06527942
980,0.13908668,0.063012585
981,0.060657512,0.0606686
982,0.073642045,0.061258458
983,0.0682742,0.058720894
984,0.07624129,0.058397055
985,0.07113095,0.06504516
986,0.10019874,0.06525012
987,0.078090295,0.063351
988,0.070959516,0.0650836
989,0.09557181,0.06526315
990,0.08803212,0.07469735
991,0.1157702,0.06070508
992,0.07701037,0.064263314
993,0.05471192,0.05890906
994,0.12314754,0.06088443
995,0.07392548,0.068747096
996,0.109854326,0.056801856
997,0.07076877,0.059156768
